"recipe.link","recipe.name","recipe.author","recipe.description","recipe.instructions","img","img.css"
"/recipes/1015800-bad-day-at-work","Bad Day at Work","Jennifer Steinhauer And Helene Cooper","High-quality gin, clementine orange juice and a generous splash of seltzer make this cocktail just the thing after a stressful day at the office.","Fill a tumbler with crushed ice and set aside. Make simple syrup: In a small saucepan, mix the sugar with 1 cup water. Simmer over low heat until sugar dissolves. Set aside to cool, about 5 minutes. In a shaker, combine the gin and orange juice with 1 teaspoon simple syrup. (Remaining syrup can be refrigerated for up to 1 week.) Shake well, and pour into the tumbler. Top with a splash of seltzer, add a stirrer and serve.","20131211-AMATEURS-slide-DQI6-largeHorizontal375.jpg","fixed-height"
"/recipes/1015793-sweet-potato-dreams","Sweet Potato Dreams","Robert Simonson","Lynn House, most recently of the Chicago bar Blackbird, drew on her Southern background for this rich cocktail. “One of my greatest memories as a child was making pies with my grandmother for the holidays,” she said. “There would be apple, pecan, pumpkin and, of course, sweet potato pies.” To her beloved sweet potatoes, Ms. House adds rum, maple syrup, cream and cinnamon. “Adding the whole egg to the cocktail turns it into a flip, which is a very traditional holiday drink,” she said. The result is a creamy and comforting dessert drink, with an almost puddinglike texture.","Empty the can of sweet potatoes, including syrup, into a blender. Purée. In a cocktail shaker, combine 2 heaping teaspoons of the purée with the rum, egg and maple syrup. Shake vigorously without ice. Half-fill shaker with ice and shake again. Strain mixture into a cocktail glass or coupe. Top with a dollop of whipped cream. Grate cinnamon stick over the top, or dust with ground cinnamon.","video-holiday-drinks-potato-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1015799-green-tea-punch","Green Tea Punch","Jennifer Steinhauer And Helene Cooper","This rum-based drink is made with lime juice and freshly brewed hot Sencha tea and Moroccan mint green tea.","In a large heatproof bowl, combine the hot teas and sugar. Stir until sugar is dissolved. Add 4 cups ice, and stir until ice has dissolved and the tea is cool. Add the lime juice and rum, and stir well. Transfer to a large punch bowl, and add a large block of ice. To serve, ladle into cups. Grate whole nutmeg or sprinkle ground nutmeg over top. Alternatively, the mixture may be refrigerated until chilled and served in ice-filled cups; garnish with nutmeg.","20131211-AMATEURS-slide-6ZSI-largeHorizontal375.jpg","fixed-height"
"/recipes/1015792-snowbirds-and-townies","Snowbirds and Townies","Robert Simonson","Tonia Guffey, the head bartender at Dram in Williamsburg, Brooklyn, said he was inspired to create this holiday drink “by those chocolate oranges you get from your mom for Christmas every year and you kind of hate and love them — the ones with the hard chocolate shell you have to break open.” The bitterness of Fernet Branca is tamed by three sweet holiday flavors: orange, cocoa and cinnamon. As with most of her cocktails, the name is a music reference — in this case, a song about winter by the rock band Further Seems Forever.","Chill a cocktail coupe by filling with ice or putting in freezer for 5 minutes. While glass chills, make cinnamon syrup: In a small saucepan over low heat, warm the sugar in 1 cup water and add cinnamon sticks, stirring mixture for about 5 minutes. Remove cinnamon sticks. Set mixture aside to cool. In a cocktail shaker, combine Fernet Branca, orange and lemon juice, Crème de Cacao and Curaçao with 1/2 ounce of the cinnamon syrup (Remaining syrup can be refrigerated for up to a week.) Fill rest of shaker with ice. Shake, then strain mixture into the chilled coupe.","video-holiday-drinks-snowbirds-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1015798-christmas-spritz","Christmas Spritz","Jennifer Steinhauer And Helene Cooper","A cocktail featuring prosecco with pomegranate juice.","In a champagne flute, combine the prosecco and pomegranate juice. Garnish with the lime twist.","20131211-AMATEURS-slide-CUJI-largeHorizontal375-v2.jpg","fixed-height"
"/recipes/1015784-act-of-faith","Act of Faith","Robert Simonson","This dark winter cocktail from Dan Greenbaum, who has mixed drinks at The Beagle in the East Village and Attaboy on the Lower East Side, pairs sweet Pedro Ximénez sherry with two kinds of rum and a sizable dose of Angostura bitters, which adds spice elements. The mixture comes on like a rich, rum old-fashioned, the forthright flavors of the rum, sherry and bitters intertwined in a fruitcake-like medley of clove, allspice, nuts, molasses and dried fruits. It’s a nightcap, to be sure, made to accompany dessert at your holiday feast.","In a rocks glass, combine all ingredients and add one large ice cube. Stir until chilled, about 30 seconds, and garnish with orange twist.","video-holiday-drinks-faith-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1015791-the-giving-tree","The Giving Tree","Robert Simonson","This holiday-season cocktail is intended as “a cold version of a type of mulled wine, from Nordic or Germanic tradition,” said its inventor, Mike Ryan, head bartender at Sable Kitchen & Bar in Chicago. The red wine lends a nice roundness; the rye gives strength; and the Drambuie provides sweetness and spice, while pulling the drink into Rusty Nail territory. It’s a natural before-dinner sipper.","Chill a cocktail coupe by filling with ice or placing in freezer for 5 minutes. In a large glass, combine all ingredients and half-fill with ice. Stir until chilled, about 30 seconds, and strain into the coupe.","video-holiday-drinks-tree-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1015797-tabard-cocktail","Tabard Cocktail","Jennifer Steinhauer And Helene Cooper","A tequila, sherry and Drambuie concoction with orange bitters and a garnish of orange peel and thyme.","In a cocktail shaker, combine the tequila, sherry, Drambuie and bitters. Fill shaker with ice, shake well and strain mixture into a chilled cocktail glass. Float the orange peel on top like a boat (adding ice to glass may help), and place the thyme in the center.","20131211-AMATEURS-slide-AFST-tmagSF.jpg","fixed-height"
"/recipes/1015773-spiced-port-punch","Spiced Port Punch","Rosie Schaap","Port, that gentle, rich and comforting spirit, has a whiff of empire about it. This recipe, a strong, port-based punch, works to counteract the image. It’s not too sweet, but rich and spicy. It’s an easygoing crowd-pleaser and proof that port and orange get along famously. Consider it for the next time you plan a holiday gathering.","To a large punch bowl, add all the ingredients, plus reserved clementine peels. Stir gently, then add a large block of ice. For each serving, add as much seltzer as you like (it’s strong) and a little grated nutmeg.","24.png","pattern-24 fixed-height"
"/recipes/1015759-cranberry-cordial","Cranberry Cordial","Melissa Clark","Scarlet-hued, with just enough sugar to offset the tartness of the berries, this vodka-based spirit submitted by Corey Balazowich was a resounding success. It’s also a good place to use up cranberries left over from Thanksgiving.","In a large saucepan, bring sugar and 1 1/2 cups water to a simmer, stirring until sugar dissolves. Place cranberries in a food processor and pulse until they are broken up. Add cranberries, vodka and citrus zest (if using) to the sugar syrup in the pot. Stir well, then transfer to a large jar or two, cover and shake well. Shake the mixture every day for 2 weeks. At this point, you can either strain the mixture into smaller bottles for gift giving, or continue to infuse the spirit in the large jar. It will keep for up to 2 months.","04JPAPPE2-largeHorizontal375.jpg","fixed-height"
"/recipes/1015395-josey-packards-autumnal-old-fashioned","Josey Packard’s Autumnal Old-Fashioned","Rosie Schaap","Packard, a bartender at the Boston cocktail bar Drink, offers this applejack-based old-fashioned:","Build ingredients in old-fashioned glass, add ice, swirl and garnish with orange peel.","46.png","pattern-46 fixed-height"
"/recipes/1015396-old-fashioned-whiskey-cocktail","Old-Fashioned Whiskey Cocktail","Rosie Schaap","","Lightly muddle sugar cube with bitters and water in an old-fashioned glass. Add whiskey and ice.","47.png","pattern-47 fixed-height"
"/recipes/1015394-kenneth-mccoys-old-fashioned","Kenneth McCoy’s Old-Fashioned","Rosie Schaap","McCoy’s old-fashioned strikes a balance between the muddled fruit and minimalist models.","Stir ingredients with ice in a mixing glass. Strain into an old-fashioned glass over a large chunk of ice. Garnish with a thick twist of orange peel.","10drink-tmagSF.jpg","fixed-height"
"/recipes/1015240-better-and-better-cocktail","Better and Better Cocktail","Jan Warren","","Add ingredients to an old-fashioned glass, add ice, stir briefly and garnish with a lemon twist.","20bars_ss-slide-EKZW-tmagSF-v3.jpg","fixed-height"
"/recipes/1015241-ginger-martini","Ginger Martini","Abdul Tabini","","Muddle ginger in a mixing glass. Add ice and the remaining ingredients. Shake, and strain into a chilled cocktail glass.","20bars_ss-slide-3YQ7-largeHorizontal375-v3.jpg","fixed-height"
"/recipes/1015235-pouring-ribbons-sidecar","Pouring Ribbons’ Sidecar","Melissa Clark","In the hands of a great mixologist, simple syrup can add a lot more than just sweetness to the mix, and it is the secret to this delicious sidecar. Joaquín Simó of Pouring Ribbons, an East Village bar, uses a concentrated concoction made from two parts Demerara sugar to one part water, which add a compelling toffee-like taste and silky texture to the amber booze. Brown-sugar simple syrups are also wonderful in nonalcoholic drinks, particularly lemonade and ice tea, and they will last for months in the fridge.","In a small pot over low heat, simmer the Demerara sugar with 1/4 cup cold water. Stir until sugar has melted, about 5 minutes, and let cool. (You will have extra syrup.) Rub orange slice around half the outer rim of a coupe glass. Place sugar in a small dish. Holding glass parallel to dish, coat with sugar only the half you’ve rubbed with the orange. Set aside. Combine 1/2 teaspoon simple syrup, the cognac, Curacao, lemon juice and bitters in a mixing glass. Add ice, then cover, shake and strain into the sugared glass. Garnish with an orange twist and serve.","video-clark-syrup-videoSixteenByNine310.jpg","fixed-height"
