"ingredient.group","ingredient.subgroup","ingredient","as.written"
"Pantry","Syrup-Orgeat","Orgeat","½ ounce orgeat syrup (see recipe)"
"Pantry","Syrup-Orgeat","Orgeat","ounce orgeat syrup"
"Pantry","Syrup-Orgeat","Orgeat","tablespoons orzata (almond syrup)"
"Pantry","Syrup-Peanut Butter","Peanut-Butter Syrup","ounces peanut-butter syrup (see recipe)"
"Pantry","Syrup-Pineapple","Pineapple Gum Syrup","ounce pineapple gum syrup (see note)"
"Pantry","Syrup-Pomegranate","Grenadine","cup grenadine syrup (use one with real pomegranate — like employees only or fee brothers)"
"Pantry","Syrup-Pomegranate","Grenadine","¼ ounce grenadine"
"Pantry","Syrup-Pomegranate","Grenadine","ounce grenadine syrup (see recipe), adjust according to taste."
"Pantry","Syrup-Pomegranate","Grenadine","grenadine"
"Pantry","Syrup-Pomegranate","Grenadine","dash grenadine"
"Pantry","Syrup-Pomegranate","Grenadine","splash of grenadine"
"Pantry","Syrup-Pomegranate","Grenadine","quart grenadine syrup"
"Pantry","Syrup-Pomegranate","Pomegranate Syrup","teaspoon pomegranate syrup or molasses"
"Pantry","Syrup-Pomegranate","Pomegranate Syrup","ounce pomegranate syrup"
"Pantry","Syrup-Preserved Lemon","Preserved Lemon Syrup","ounces morris kitchen preserved lemon syrup"
"Pantry","Syrup-Raspberry","Monin Raspberry Syrup","ounce monin raspberry syrup"
"Pantry","Syrup-Red Wine","Zurra Red Wine Syrup","cup zurra red wine syrup"
"Pantry","Syrup-Rose","Rose Syrup","ounce rose syrup"
"Pantry","Syrup-Rosemary","Rosemary Syrup","ounce rosemary-infused simple syrup (see note)"
"Pantry","Syrup-Simple","Gomme Syrup","tsp. gomme syrup (or more to taste)"
"Pantry","Syrup-Simple","Simple Syrup","teaspoon simple syrup (see note)"
"Pantry","Syrup-Simple","Simple Syrup","ounce simple syrup (see note)"
"Pantry","Syrup-Simple","Simple Syrup","ounce simple syrup"
"Pantry","Syrup-Simple","Simple Syrup","scant teaspoon simple syrup"
"Pantry","Syrup-Simple","Simple Syrup","ounce simple syrup (see notes)"
"Pantry","Syrup-Simple","Simple Syrup","teaspoons simple syrup"
"Pantry","Syrup-Simple","Simple Syrup","½ ounce sugar syrup"
"Pantry","Syrup-Simple","Simple Syrup","scant 1/2 ounce demerara simple syrup"
"Pantry","Syrup-Simple","Simple Syrup","dash of simple syrup"
"Pantry","Syrup-Simple","Simple Syrup","ounces simple syrup (or more, to taste)"
"Pantry","Syrup-Simple","Simple Syrup","ounces simple syrup"
"Pantry","Syrup-Simple","Simple Syrup","oz. simple syrup"
"Pantry","Syrup-Simple","Simple Syrup","tablespoons simple syrup"
"Pantry","Syrup-Simple","Simple Syrup","tablespoon simple syrup"
"Pantry","Syrup-Simple","Simple Syrup","¼ cup simple syrup"
"Pantry","Syrup-Simple","Simple Syrup","ounces simple syrup (see note)"
"Pantry","Syrup-Simple","Simple Syrup","ounce simple syrup, or to taste"
"Pantry","Syrup-Simple","Simple Syrup","ounce (2 tablespoons) simple syrup, see note"
"Pantry","Syrup-Simple","Simple Syrup","ounces (1/2 cup) demerara simple syrup (see note)"
"Pantry","Syrup-Simple","Simple Syrup","ounce demerara simple syrup (see note)"
"Pantry","Syrup-Simple","Simple Syrup","ounce demerara syrup"
"Pantry","Syrup-Simple","Simple Syrup","tablespoons simple syrup, to taste, optional"
"Pantry","Syrup-Simple","Simple Syrup","teaspoon of simple syrup"
"Pantry","Syrup-Simple","Simple Syrup","cup simple syrup"
"Pantry","Syrup-Simple","Simple Syrup","ounce simple syrup (see note below)"
"Pantry","Syrup-Spiced","Spiced Simple Syrup","ounces spiced simple syrup (recipe follows)"
"Pantry","Syrup-Steen's","Steen's Syrup","½ ounce steen’s cane molasses syrup (mix of equal parts steens dark molasses & simple syrup)"
"Pantry","Tea-Assam","Assam Tea","ounces strong hot assam tea"
"Pantry","Tea-Chamomile","Chamomile Tisane","oz. chamomile tisane, cooled"
"Pantry","Tea-Damiana-Leaves","Damiana Leaves Dried","teaspoon dried damiana leaves"
"Pantry","Tea-Elderberry","Elderberry Tea","elderberry tea bags, or 5 heaping teaspoons of loose elderberry tea (if you can't find elderberry, use any herbal berry tea)"
"Pantry","Tea-Green-Mint","Mint Green Tea","ounces (2 3/4 cups) freshly brewed hot moroccan mint green tea, preferably stash brand"
"Pantry","Tea-Hibiscus","Hibiscus Tea","ounces double-brewed hibiscus tea"
"Pantry","Tea-Oolong","Oolong Tea","tablespoons loose-leaf green oolong tea, preferably scented with osmanthus"
"Pantry","Tea-Sencha","Sencha Tea","ounces (2 3/4 cups) freshly brewed hot sencha tea, preferably in pursuit of tea brand"
"Pantry","Tincture-Mushroom","Mushroom Tincture","½ ounce mushroom tincture"
"Pantry","Truffle-Black","Black Truffle","paper-thin slices of black truffle"
"Pantry","Vanilla-Bean","Vanilla Bean","vanilla bean, split lengthwise"
"Pantry","Vanilla-Bean","Vanilla Bean","stick vanilla pod (about 1 inch on the pod)"
"Pantry","Vanilla-Extract","Vanilla Extract","ounce vanilla extract"
"Pantry","Vanilla-Extract","Vanilla Extract","drops vanilla extract"
"Pantry","Vanilla-Extract","Vanilla Extract","tablespoons vanilla extract"
"Pantry","Vanilla-Extract","Vanilla Extract","teaspoons pure vanilla extract"
"Pantry","Vanilla-Extract","Vanilla Extract","tablespoon vanilla extract"
"Pantry","Veggie-Celery","Celery","slice celery, for garnish"
"Pantry","Veggie-Celery","Celery","thin strip of celery"
"Pantry","Veggie-Celery","Celery","celery stalk"
"Pantry","Veggie-Cucumber","Cucumber","cucumber slices"
"Pantry","Veggie-Cucumber","Cucumber","sliced cucumber and orange, or other citrus, for garnish"
"Pantry","Veggie-Cucumber","Cucumber","ounces (1 cup) cucumber juice, from about 1 1/2 cucumbers"
"Pantry","Veggie-Cucumber","Cucumber","cucumber slices for garnish"
"Pantry","Veggie-Cucumber","Cucumber","ounce (1 1/2 tablespoons) cucumber juice (see note)"
"Pantry","Veggie-Cucumber","Cucumber","slice cucumber, for garnish"
"Pantry","Veggie-Cucumber","Cucumber","slices cucumber"
"Pantry","Veggie-Cucumber","Cucumber","cucumber slice, for garnish"
"Pantry","Veggie-Cucumber","Cucumber","sliced cucumber, berries of any type and mint sprig for garnish"
"Pantry","Veggie-Cucumber","Cucumber","1/4-inch-thick slice of unpeeled cucumber"
"Pantry","Veggie-Cucumber","Cucumber","cucumber strip (a long ribbon made with a vegetable peeler), for garnish"
"Pantry","Veggie-Cucumber","Cucumber","cucumber slice"
"Pantry","Veggie-Cucumber","Cucumber","unwaxed cucumbers"
"Pantry","Veggie-Rhubarb","Rhubarb","cup thinly sliced rhubarb"
"Pantry","Veggie-Tomatoes","Heirloom Tomatoes","cup heirloom tomatoes, roughly chopped"
"Pantry","Veggie-Tomatoes","Tomatoes","medium-size ripe tomatoes"
"Pantry","Veggies-Chives","Chives","teaspoons finely chopped chives"
"Pantry","Vinegar-Balsamic","Balsamic Vinegar","teaspoon good aged balsamic vinegar"
"Pantry","Vinegar-Balsamic","Balsamic Vinegar","tablespoon balsamic vinegar"
"Pantry","Vinegar-Red","Red Vinegar","cup red wine vinegar"
"Pantry","Vinegar-Rice Wine-Seasoned","Seasoned Rice Wine Vinegar ","teaspoon seasoned rice wine vinegar"
"Pantry","Vinegar-Sherry","Sherry Vinegar","teaspoon sherry vinegar"
"Pantry","Vinegar-White Wine","White Wine Vinegar","cup white wine vinegar"
"Pantry","Vinegar-White","White Vinegar","cup plus 2 tablespoons white vinegar"
"Pantry","Dairy-Yogurt","Yogurt","cups plain yogurt"
