"recipe.link","ingredient","ingredient.quantity","ingredient.as.written"
"/recipes/1012755-heirloom-tomato-mojitonico","Herbs Mixed","¼","cup fresh herbs (like basil, tarragon, thyme, chives or mint) loosely packed and not chopped"
"/recipes/1012755-heirloom-tomato-mojitonico","House Gin","1 ½","ounces gin"
"/recipes/1012755-heirloom-tomato-mojitonico","Tonic Water","2","ounces tonic water, or to taste"
"/recipes/1012741-the-hummingbird","House Gin","1 ½","ounces gin"
"/recipes/1012741-the-hummingbird","St-Germain","1","ounce elderflower liqueur, like St.-Germain"
"/recipes/1012741-the-hummingbird","Lemon","1","teaspoon lemon juice"
"/recipes/1012741-the-hummingbird","Nasturtium Blossom and Leaf","1","nasturtium blossom and leaf, for garnish"
"/recipes/1012741-the-hummingbird","Seltzer Water","","Seltzer"
"/recipes/1012743-the-marea","Grappa","1 ½","ounces grappa"
"/recipes/1012743-the-marea","Nardini Acqua di Cedro","1","ounce Nardini Acqua di Cedro liqueur (see note)"
"/recipes/1012743-the-marea","Passion Fruit Purée","1 ½","ounces passion fruit purée (see note)"
"/recipes/1012743-the-marea","Hibiscus Syrup","1","teaspoon syrup from wild hibiscus flowers (see note)"
"/recipes/1012743-the-marea","Lemon","½","teaspoon lemon juice"
"/recipes/1012743-the-marea","Hibiscus Blossom in Syrup","1","wild hibiscus flower in syrup"
"/recipes/1012742-coming-up-roses","Lime","½","lime, cut in three pieces"
"/recipes/1012742-coming-up-roses","Rose Petals","3","rose petals"
"/recipes/1012742-coming-up-roses","Rose Syrup","½","ounce rose syrup"
"/recipes/1012742-coming-up-roses","Raspberry-Flavored Rum","2","ounces raspberry-flavored rum"
"/recipes/1012742-coming-up-roses","House Champagne","2","ounces Champagne"
"/recipes/1012727-vodka-gimlet","House Vodka","1 ½","ounces vodka"
"/recipes/1012727-vodka-gimlet","Lime","½","ounce fresh lime juice"
"/recipes/1012727-vodka-gimlet","Sugar","1","teaspoon sugar"
"/recipes/1014006-pineapple-swizzle","DROP","¼","cup boiling water"
"/recipes/1014006-pineapple-swizzle","Demerara Sugar","¼","cup Demerara sugar"
"/recipes/1014006-pineapple-swizzle","Mint","3","mint sprigs, leaves only, plus one mint sprig for garnish"
"/recipes/1014006-pineapple-swizzle","Pineapple","3","chunks pineapple"
"/recipes/1014006-pineapple-swizzle","Lime","1","ounce lime juice"
"/recipes/1014006-pineapple-swizzle","Simple Syrup","¾","ounce Demerara syrup"
"/recipes/1014006-pineapple-swizzle","House Cachaça","2","ounces cachaça or pineapple juice"
"/recipes/1014006-pineapple-swizzle","DROP","","Finely cracked ice"
"/recipes/1014006-pineapple-swizzle","DROP","1","teaspoon green Chartreuse, optional"
"/recipes/1012719-watermelon-punch-with-a-kick","Watermelon Punch","6","ounces watermelon punch (see recipe)"
"/recipes/1012719-watermelon-punch-with-a-kick","House White Rum","2","ounces white rum"
"/recipes/1012719-watermelon-punch-with-a-kick","DROP","","Ice"
"/recipes/1012706-cucumber-collins","Lemon","1","ounce freshly squeezed lemon juice"
"/recipes/1012706-cucumber-collins","Simple Syrup","1","ounce simple syrup"
"/recipes/1012706-cucumber-collins","House Gin","2","ounces gin"
"/recipes/1012706-cucumber-collins","Cucumber","4 or 5","slices cucumber"
"/recipes/1012706-cucumber-collins","Club Soda","","Club soda, to top Mint sprig"
"/recipes/1012680-strawberry-cobbler","Strawberries","¼","cup sliced strawberries, plus berry for garnish"
"/recipes/1012680-strawberry-cobbler","Superfine Sugar","¼","teaspoon superfine sugar"
"/recipes/1012680-strawberry-cobbler","Mint","2","mint leaves"
"/recipes/1012680-strawberry-cobbler","Ginger","2","slices fresh ginger, slivered, juiced in garlic press"
"/recipes/1012680-strawberry-cobbler","Dolin Dry ","2","ounces Dolin blanc vermouth"
"/recipes/1012680-strawberry-cobbler","Soda Water","1","ounce soda water"
"/recipes/1012616-dark-n-stormy","Gosling's Black Seal","2","ounces Gosling’s Black Seal rum"
"/recipes/1012616-dark-n-stormy","Ginger Beer","","About 4 ounces Gosling’s Stormy Ginger Beer (or other ginger beer)"
"/recipes/1012616-dark-n-stormy","Lime","","Lime slice, for garnish (optional)"
"/recipes/1012610-hipster-bbq","House Vodka","1 ½","ounces vodka"
"/recipes/1012610-hipster-bbq","Lime","1","ounce fresh lime juice"
"/recipes/1012610-hipster-bbq","Lime","1","teaspoon lime zest, more for garnish"
"/recipes/1012610-hipster-bbq","Salt Lawry’s Seasoned","5","shakes Lawry’s Seasoned Salt, more for garnish"
"/recipes/1012610-hipster-bbq","House Pale Ale","3","ounces, or more, pale ale"
"/recipes/1012609-muddy-puddle","Roasted Peanuts","2","tablespoons roasted peanuts"
"/recipes/1012609-muddy-puddle","Confectioners’ Sugar","1","tablespoon confectioners’ sugar"
"/recipes/1012609-muddy-puddle","Simple Syrup","1","ounce simple syrup"
"/recipes/1012609-muddy-puddle","House Bourbon","1 ½","ounces bourbon"
"/recipes/1012609-muddy-puddle","Espresso","3","ounces iced espresso"
"/recipes/1012609-muddy-puddle","House Stout","3","ounces, or more, stout"
"/recipes/1012608-cherry-ale-sangria","House Belgian Cherry (Kriek) Ale","1","bottle (11 or 12 ounces) Belgian cherry (kriek) ale"
"/recipes/1012608-cherry-ale-sangria","House Strong Belgian Ale","1","bottle (11 or 12 ounces) strong Belgian ale"
"/recipes/1012608-cherry-ale-sangria","Cointreau","¾","ounce Cointreau"
"/recipes/1012608-cherry-ale-sangria","House Brandy","¾","ounce brandy"
"/recipes/1012608-cherry-ale-sangria","Orange","3 to 4","slices each, orange"
"/recipes/1012608-cherry-ale-sangria","Lemon","3 to 4","slices lemon"
"/recipes/1012608-cherry-ale-sangria","Lime","3 to 4","slices lime"
"/recipes/1012608-cherry-ale-sangria","Ginger Ale","5","ounces ginger ale"
"/recipes/1012608-cherry-ale-sangria","Soda Water","5","ounces soda water"
"/recipes/1012601-gin-julep","Mint","6","mint leaves, plus a sprig for garnish"
"/recipes/1012601-gin-julep","Simple Syrup","¾","ounce simple syrup"
"/recipes/1012601-gin-julep","Genever","2 ½","ounces genever gin"
"/recipes/1012606-rye-rickey","Lime","","Juice of one small lime, rind reserved"
"/recipes/1012606-rye-rickey","House Rye","2","ounces rye or bourbon"
"/recipes/1012606-rye-rickey","Orange Curaçao","1","teaspoon orange Curaçao or Cointreau"
"/recipes/1012606-rye-rickey","Seltzer Water","","Seltzer or club soda, chilled"
"/recipes/1012600-blueberry-maple-caiprissimo","Maple Syrup","3 ½","ounces maple syrup"
"/recipes/1012600-blueberry-maple-caiprissimo","Rosemary","2","rosemary sprigs, cut into short pieces"
"/recipes/1012600-blueberry-maple-caiprissimo","House Cognac","3","ounces Cognac"
"/recipes/1012600-blueberry-maple-caiprissimo","Blueberries","3","ounces blueberries"
"/recipes/1012600-blueberry-maple-caiprissimo","Lemon","2","ounces lemon juice"
"/recipes/1012605-thai-basil-bliss","Basil Thai","5","Thai basil leaves"
"/recipes/1012605-thai-basil-bliss","Pineapple","4","inch-wide cubes pineapple"
"/recipes/1012605-thai-basil-bliss","Simple Syrup","1","tablespoon simple syrup"
"/recipes/1012605-thai-basil-bliss","House Blanco Tequila","2","ounces blanco tequila"
"/recipes/1012605-thai-basil-bliss","Lime","1 ½","tablespoons lime juice"
"/recipes/1012605-thai-basil-bliss","Seltzer Water","","Soda or seltzer"
"/recipes/1012599-campbell-swizzle","House White Rum","1","ounce white rum"
"/recipes/1012599-campbell-swizzle","Velvet Falernum","¾","ounce Velvet Falernum"
"/recipes/1012599-campbell-swizzle","Lime","¾","ounce fresh lime juice"
"/recipes/1012599-campbell-swizzle","Simple Syrup","¼","ounce simple syrup"
"/recipes/1012599-campbell-swizzle","House Orange Bitters","4","dashes orange bitters"
"/recipes/1012599-campbell-swizzle","Angostura Aromatic Bitters","1","dash Angostura bitters"
"/recipes/1012599-campbell-swizzle","Mint","","Mint sprig for garnish"
"/recipes/1012604-watermelon-sugar","Kosher Salt","1","teaspoon kosher salt"
"/recipes/1012604-watermelon-sugar","Superfine Sugar","1","teaspoon superfine sugar"
"/recipes/1012604-watermelon-sugar","Cayenne","¼","teaspoon cayenne"
"/recipes/1012604-watermelon-sugar","Watermelon","2","inch-wide cubes watermelon"
"/recipes/1012604-watermelon-sugar","Simple Syrup","¾","ounce simple syrup"
"/recipes/1012604-watermelon-sugar","Lime","¾","ounce fresh lime juice"
"/recipes/1012604-watermelon-sugar","Joven","½","ounce joven mezcal (see note)"
"/recipes/1012604-watermelon-sugar","House Blanco Tequila","1 ½","ounce blanco tequila"
"/recipes/1012598-queens-park-swizzle","Mint","4","mint sprigs, leaves only, plus one whole sprig for garnish"
"/recipes/1012598-queens-park-swizzle","Sugar Cube","1","sugar cube"
"/recipes/1012598-queens-park-swizzle","Lime","1","ounce lime juice"
"/recipes/1012598-queens-park-swizzle","Simple Syrup","¾","ounce simple syrup"
"/recipes/1012598-queens-park-swizzle","House White Rum","2","ounces white rum"
"/recipes/1012598-queens-park-swizzle","Angostura Aromatic Bitters","6","dashes Angostura bitters"
"/recipes/1012590-zin-cup","House Zinfandel","2","ounces red zinfandel"
"/recipes/1012590-zin-cup","Pimm’s no. 1","¾","ounce Pimm’s"
"/recipes/1012590-zin-cup","Ginger Beer","","Ginger beer, to top"
"/recipes/1012590-zin-cup","Cucumber","","Cucumber slice"
"/recipes/1012590-zin-cup","Strawberries","","halved strawberry, for garnish"
"/recipes/1012537-scotland-yard","House Scotch Whisky","2","ounces blended Scotch"
"/recipes/1012537-scotland-yard","Drambuie","1","ounce Drambuie"
"/recipes/1012537-scotland-yard","Lemon-Grass Ginger Syrup","¾","ounce lemon-grass ginger syrup*"
"/recipes/1012537-scotland-yard","Lemon","","Splash of freshly squeezed lemon juice"
"/recipes/1012537-scotland-yard","Basil","6","leaves fresh basil"
"/recipes/1012520-atomic-cocktail","House Vodka","1 ½","ounces vodka"
"/recipes/1012520-atomic-cocktail","House V.S.O.P.","1 ½","ounces V.S.O.P. Cognac"
"/recipes/1012520-atomic-cocktail","House Amontillado Sherry","1","teaspoon medium amontillado sherry"
"/recipes/1012520-atomic-cocktail","House Champagne","1 ½","ounces cold Champagne"
"/recipes/1012454-pearl-of-puebla","Sombra","2","ounces Sombra mezcal"
"/recipes/1012454-pearl-of-puebla","Yellow Chartreuse","¾","ounces yellow Chartreuse"
"/recipes/1012454-pearl-of-puebla","Lime","¾","ounces freshly-squeezed lime juice"
"/recipes/1012454-pearl-of-puebla","Ricard Pastis","⅛","ounces Ricard pastis"
"/recipes/1012454-pearl-of-puebla","Agave Syrup","⅛","ounces agave syrup*"
"/recipes/1012454-pearl-of-puebla","Oregano","4","sprigs fresh oregano"
"/recipes/1012396-the-barcelona-delusion","House Fino Sherry","1","ounce dry Spanish sherry, such as fino, amontillado or oloroso"
"/recipes/1012396-the-barcelona-delusion","House Sweet Vermouth","1","ounce sweet vermouth"
"/recipes/1012396-the-barcelona-delusion","House Cava","2","ounces cava (or dry Champagne or prosecco)"
"/recipes/1012396-the-barcelona-delusion","Lemon","1","lemon peel for garnish"
"/recipes/1012420-red-hot-ale","House Amber Ale","3","ounces amber ale"
"/recipes/1012420-red-hot-ale","House Cognac","1","ounce Cognac"
"/recipes/1012420-red-hot-ale","Simple Syrup","¼","ounce simple syrup"
"/recipes/1012420-red-hot-ale","Lemon","¼","ounce lemon juice"
"/recipes/1012420-red-hot-ale","House Orange Bitters","3","dashes orange bitters"
"/recipes/1012420-red-hot-ale","Salt","","Dash of salt"
"/recipes/1012418-date-old-fashioned","Dates","15","dates"
"/recipes/1012418-date-old-fashioned","House Bourbon","1","750-ml bottle bourbon"
"/recipes/1012418-date-old-fashioned","Cherries","1","pound dark, sweet cherries (preferably fresh, but frozen is okay)"
"/recipes/1012418-date-old-fashioned","Sugar","2","tablespoons sugar"
"/recipes/1012418-date-old-fashioned","Lemon","2","teaspoons lemon juice"
"/recipes/1012418-date-old-fashioned","Cinnamon","1","small cinnamon stick"
"/recipes/1012418-date-old-fashioned","House Brandy","3 ½","tablespoons brandy"
"/recipes/1012418-date-old-fashioned","Orange","1","orange"
"/recipes/1012418-date-old-fashioned","Brandied Cherries","2","brandied or maraschino cherries"
"/recipes/1012418-date-old-fashioned","Angostura Aromatic Bitters","3","dashes Angostura bitters"
"/recipes/1012418-date-old-fashioned","Date-Infused Bourbon Whiskey","2 ½","ounces (5 tablespoons) date-infused bourbon"
"/recipes/1012395-the-bitter-heiress","Lillet Blanc","3","ounces Lillet"
"/recipes/1012395-the-bitter-heiress","Orange","1","ounce freshly squeezed orange juice"
"/recipes/1012395-the-bitter-heiress","Campari","1","good splash Campari"
"/recipes/1012395-the-bitter-heiress","Orange","2","pieces of orange peel for garnish"
"/recipes/1012669-hot-chocolate-valentine","Hot Hungarian Paprika","1","tablespoon hot Hungarian paprika (see note)"
"/recipes/1012669-hot-chocolate-valentine","House White Crème de Cacao","2 ½","ounces clear crème de cacao, plus about one ounce more for rimming the glasses"
"/recipes/1012669-hot-chocolate-valentine","House Dark Crème de Cacao","3","ounces dark crème de cacao or other dark chocolate liqueur, like Godiva"
"/recipes/1012669-hot-chocolate-valentine","Absolut Peppar","1 ½","ounces chili-pepper-flavored vodka, like Absolut Peppar"
"/recipes/1012669-hot-chocolate-valentine","House Vanilla Vodka","1","ounce vanilla-flavored vodka"
"/recipes/1012659-the-murricane","Watermelon","2","ounces fresh watermelon"
"/recipes/1012659-the-murricane","Basil","4 or 5","basil leaves"
"/recipes/1012659-the-murricane","House Bourbon","1 ½","ounces bourbon"
"/recipes/1012659-the-murricane","Lemon","¾","ounce fresh lemon juice"
"/recipes/1012659-the-murricane","St-Germain","¾","ounce St-Germain elderflower liqueur"
"/recipes/1012659-the-murricane","Black Pepper","","Freshly ground black pepper, for garnish (optional)"
"/recipes/1012659-the-murricane","Watermelon","","watermelon wedge, for garnish (optional)"
"/recipes/1016311-daiquiri-no-2","Sugar","1","teaspoon sugar"
"/recipes/1016311-daiquiri-no-2","Lime","1","tablespoon lime juice"
"/recipes/1016311-daiquiri-no-2","House White Rum","2","ounces clear rum"
"/recipes/1016311-daiquiri-no-2","Orange","1","teaspoon orange juice"
"/recipes/1016311-daiquiri-no-2","Orange Curaçao","½","teaspoon Curaçao liqueur"
"/recipes/1016311-daiquiri-no-2","Lime","1","small lime wedge or wheel, for garnish"
"/recipes/1016310-cartagena-limeade","Coconut Milk","½","cup coconut milk"
"/recipes/1016310-cartagena-limeade","Lime","1 to 1 ½","tablespoons lime juice"
"/recipes/1016310-cartagena-limeade","Sugar","1 ½","teaspoons sugar"
"/recipes/1016307-missionarys-downfall","Mint","10","leaves fresh mint"
"/recipes/1016307-missionarys-downfall","Pineapple","½","ring of peeled pineapple cut 1/2-inch thick, core removed"
"/recipes/1016307-missionarys-downfall","Lime","2","tablespoons (1 ounce) lime juice"
"/recipes/1016307-missionarys-downfall","Leopold Brothers Peach","1","tablespoon (1/2 ounce) peach liqueur, preferably Leopold Brothers or Mathilde"
"/recipes/1016307-missionarys-downfall","Honey Syrup","1","tablespoon honey syrup (see note)"
"/recipes/1016307-missionarys-downfall","House White Rum","2","tablespoons (1 ounce) clear rum, more if necessary"
"/recipes/1016307-missionarys-downfall","Pineapple","","Pineapple juice, if necessary"
"/recipes/1016306-spiced-colada","Coco López Coconut Cream","1","15-ounce can coconut cream, preferably Coco López"
"/recipes/1016306-spiced-colada","Pineapple","¾","cup (6 ounces) pineapple juice"
"/recipes/1016306-spiced-colada","Lemon","3","ounces lemon juice"
"/recipes/1016306-spiced-colada","Lime","3","ounces lime juice"
"/recipes/1016306-spiced-colada","Superfine Sugar","½","cup (4 ounces) superfine sugar"
"/recipes/1016306-spiced-colada","Angostura Aromatic Bitters","9","dashes Angostura bitters"
"/recipes/1016306-spiced-colada","House Spiced Rum","2","ounces spiced rum"
"/recipes/1016306-spiced-colada","Angostura Aromatic Bitters","1 or 2","dashes Angostura bitters"
"/recipes/1016312-cherry-crush","House Bourbon","2","ounces bourbon"
"/recipes/1016312-cherry-crush","Cherries","3","pitted cherries"
"/recipes/1016312-cherry-crush","Lemon","2","tablespoons lemon juice"
"/recipes/1016312-cherry-crush","Sugar","1","tablespoon sugar"
"/recipes/1016312-cherry-crush","Angostura Aromatic Bitters","2","dashes Angostura bitters"
"/recipes/1016312-cherry-crush","Mint","","Mint sprig, for garnish"
"/recipes/7651-wibble","House Gin","1","ounce gin"
"/recipes/7651-wibble","Plymouth Sloe Gin","1","ounce Plymouth Sloe Gin liqueur"
"/recipes/7651-wibble","Crème de Cassis","½","ounce crème de cassis"
"/recipes/7651-wibble","Grapefruit","¾","ounce fresh grapefruit juice"
"/recipes/7651-wibble","Lemon","½","ounce fresh lemon juice"
"/recipes/11666-the-hemmingford","House Vodka","¼","cup vodka"
"/recipes/11666-the-hemmingford","Neige Ice Cider","¼","cup Neige ice cider from La"
"/recipes/11666-the-hemmingford","Cachée de la Pomme","","Face Cachée de la Pomme"
"/recipes/1292-gingerbread-apple-cocktail","Domaine de Canton","2","ounces Domaine de Canton ginger and cognac liqueur"
"/recipes/1292-gingerbread-apple-cocktail","House Vanilla Vodka","1","ounce vanilla vodka"
"/recipes/1292-gingerbread-apple-cocktail","Apple Cider","2 ½","ounces apple cider"
"/recipes/1292-gingerbread-apple-cocktail","Lemon","","Dash of lemon juice"
"/recipes/1292-gingerbread-apple-cocktail","Agave Syrup","","Agave syrup (or honey) and finely crumbled gingersnap cookies, for rimming the glass"
"/recipes/1292-gingerbread-apple-cocktail","Orange","","Orange zest, for garnish (optional)"
"/recipes/1878-2007-roquefort-and-pear-eggnog","Roquefort Cheese","3","ounces Roquefort cheese, crumbled"
"/recipes/1878-2007-roquefort-and-pear-eggnog","Cream","1","1/2+cups heavy cream"
"/recipes/1878-2007-roquefort-and-pear-eggnog","Egg","4","eggs, separated"
"/recipes/1878-2007-roquefort-and-pear-eggnog","Sugar","1","tablespoon sugar"
"/recipes/1878-2007-roquefort-and-pear-eggnog","Poire William Pear Brandy","¼","cup poire William, or other pear brandy"
"/recipes/1878-2007-roquefort-and-pear-eggnog","Kosher Salt","½","teaspoon kosher salt"
"/recipes/11251-silver-fizz","Superfine Sugar","½","tablespoon superfine sugar"
"/recipes/11251-silver-fizz","Lemon","½","ounce lemon juice"
"/recipes/11251-silver-fizz","Plymouth Gin","2","ounces gin, preferably Plymouth"
"/recipes/11251-silver-fizz","Egg","1","egg white"
"/recipes/11251-silver-fizz","Seltzer Water","2","ounces seltzer"
"/recipes/11291-blue-blazer","Lemon","2","pieces lemon peel, pith removed"
"/recipes/11291-blue-blazer","Demerara Sugar","2","teaspoons Demerara or raw sugar"
"/recipes/11291-blue-blazer","House Scotch Whisky","4","ounces cask-strength Scotch"
"/recipes/11253-st-charles-punch","Superfine Sugar","1","teaspoon superfine sugar"
"/recipes/11253-st-charles-punch","Lemon","2","teaspoons lemon juice"
"/recipes/11253-st-charles-punch","House Ruby Port","2","ounces ruby port"
"/recipes/11253-st-charles-punch","House Cognac","1","ounce Cognac"
"/recipes/11253-st-charles-punch","Seasonal Fruit","","Fresh fruit to garnish"
"/recipes/11255-whiskey-crusta","Lemon","½","lemon, cut along equator"
"/recipes/11255-whiskey-crusta","Superfine Sugar","1","teaspoon superfine sugar, plus extra for frosting glass"
"/recipes/11255-whiskey-crusta","House Aromatic Bitters","2","dashes bitters"
"/recipes/11255-whiskey-crusta","House Bourbon","2","ounces bourbon"
"/recipes/11255-whiskey-crusta","Orange Curaçao","½","teaspoon orange Curaçao"
"/recipes/11255-whiskey-crusta","Lemon","1","teaspoon lemon juice"
"/recipes/1016317-frozen-daiquiri","House White Rum","1 ½","ounces white rum"
"/recipes/1016317-frozen-daiquiri","Maraschino","½","ounce maraschino liqueur"
"/recipes/1016317-frozen-daiquiri","Grapefruit","1","ounce fresh grapefruit juice"
"/recipes/1016317-frozen-daiquiri","Superfine Sugar","1 ½","ounces superfine sugar"
"/recipes/1016317-frozen-daiquiri","Lime","1","ounce fresh lime juice"
"/recipes/8579-peppadew-martini","Jalapeño","2","jalapeno peppers"
"/recipes/8579-peppadew-martini","Black Pepper","10","peppercorns"
"/recipes/8579-peppadew-martini","Allspice","5","allspice berries"
"/recipes/8579-peppadew-martini","Juniper Berries","5","juniper berries"
"/recipes/8579-peppadew-martini","House Vodka","1","750-milliliter bottle good-quality vodka"
"/recipes/8579-peppadew-martini","Peppers Peppadew","1","(14 3/4-ounce) jar Peppadew peppers (about 20) in brine"
"/recipes/8579-peppadew-martini","Goat Cheese","5","ounces goat cheese"
"/recipes/8579-peppadew-martini","Mascarpone","2","ounces mascarpone"
"/recipes/8579-peppadew-martini","Sherry Vinegar","½","teaspoon sherry vinegar"
"/recipes/8579-peppadew-martini","Olive Oil","1 ½","teaspoons olive oil"
"/recipes/8579-peppadew-martini","Cream","2","tablespoons heavy cream"
"/recipes/8579-peppadew-martini","Shallot","1 ½","teaspoons finely chopped shallot"
"/recipes/8579-peppadew-martini","Chives","1 ½","teaspoons finely chopped chives"
"/recipes/8579-peppadew-martini","Black Pepper","","Kosher salt and freshly ground black pepper"
"/recipes/8579-peppadew-martini","Lime","2","large limes, each cut into 8 wedges"
"/recipes/8579-peppadew-martini","Soda Lemon-Lime","12","ounces lemon-lime soda"
"/recipes/8579-peppadew-martini","Seltzer Water","12","ounces seltzer"
"/recipes/12007-kathy-madison","Ginger-Infused Apple Cider","6","ounces ginger-infused apple cider"
"/recipes/12007-kathy-madison","Ginger","¼","inch piece of ginger"
"/recipes/12007-kathy-madison","Jim Beam","2","ounces Jim Beam bourbon"
"/recipes/1883-brachetto-holiday-punch","House Cognac","1","ounce Cognac"
"/recipes/1883-brachetto-holiday-punch","Aperol","1","ounce Aperol"
"/recipes/1883-brachetto-holiday-punch","Lemon","½","ounce fresh lemon juice"
"/recipes/1883-brachetto-holiday-punch","Orange","½","ounce fresh orange juice"
"/recipes/1883-brachetto-holiday-punch","Brachetto d'Acqui","3 to 4","ounces Brachetto d'Acqui wine"
"/recipes/1883-brachetto-holiday-punch","Orange","","Orange twist, for garnish"
"/recipes/11569-the-stray-dog","Pernod Anise","","Splash of Pernod, ouzo or other licorice-flavored spirit"
"/recipes/11569-the-stray-dog","House Vodka","1 ½","ounces vodka"
"/recipes/11569-the-stray-dog","Cointreau","1","tablespoon Cointreau"
"/recipes/11569-the-stray-dog","Lime","1 ½","teaspoons fresh lime juice"
"/recipes/11569-the-stray-dog","Pomegranate Juice","1","ounce pomegranate juice (fresh or Pom Wonderful brand)"
"/recipes/11570-malta-fizz","House Amber Rum","2","ounces amber rum"
"/recipes/11570-malta-fizz","Malta","2","ounces malta (carbonated malt beverage)"
"/recipes/11570-malta-fizz","Lime","¾","ounce lime juice"
"/recipes/11570-malta-fizz","Simple Syrup","1","ounce simple syrup"
"/recipes/11570-malta-fizz","Egg","1","egg yolk"
"/recipes/11570-malta-fizz","Cinnamon","","Ground cinnamon for garnish"
"/recipes/11571-horseradish-pomegranate-margarita","Horseradish","⅓","cup fresh horseradish, peeled and chopped"
"/recipes/11571-horseradish-pomegranate-margarita","House Blanco Tequila","1","cup silver (blanco) tequila"
"/recipes/11571-horseradish-pomegranate-margarita","Cointreau","½","ounce Cointreau"
"/recipes/11571-horseradish-pomegranate-margarita","Lime","¾","ounce fresh lime juice"
"/recipes/11571-horseradish-pomegranate-margarita","Pomegranate Juice","½","ounce pomegranate juice"
"/recipes/11571-horseradish-pomegranate-margarita","Simple Syrup","¼","ounce simple syrup"
"/recipes/11471-pork-margarita","Pork Cracklings","","Pork cracklings"
"/recipes/11471-pork-margarita","Chiles de Arbol","","Dried chiles de arbol"
"/recipes/11471-pork-margarita","House Anejo Tequila","2","oz. anejo tequila"
"/recipes/11471-pork-margarita","Lime","2","Tbsp. freshly squeezed lime juice"
"/recipes/11471-pork-margarita","Cointreau","","Splash of Cointreau"
"/recipes/11471-pork-margarita","Tangerine","","Splash of freshly squeezed tangerine juice"
"/recipes/11471-pork-margarita","DROP","","Pickled green chili pepper, for garnish (optional)"
"/recipes/11173-duke-of-bedford","Dry Sack Sherry","3","oz. Dry Sack sherry"
"/recipes/11173-duke-of-bedford","Mint","6","mint leaves, crushed"
"/recipes/11173-duke-of-bedford","Orange Soda","1","oz. San Pellegrino Aranciata or orange soda"
"/recipes/11173-duke-of-bedford","Sugar","1","tsp. sugar"
"/recipes/11173-duke-of-bedford","Angostura Aromatic Bitters","","Dash of Angostura bitters"
"/recipes/11173-duke-of-bedford","Mint","","Mint sprig and cucumber slice, for garnish"
"/recipes/8425-smoky-sangrita","Tomatoes","3","medium-size ripe tomatoes"
"/recipes/8425-smoky-sangrita","Chipotle Powder","¾","teaspoon chipotle powder, or to taste"
"/recipes/8425-smoky-sangrita","Orange","","Juice of 1 1/2 oranges"
"/recipes/8425-smoky-sangrita","Lime","","Juice of 1 1/2 limes"
"/recipes/8425-smoky-sangrita","Salt","","Salt to taste"
"/recipes/9306-passion-fruit-punch-poncha-maracuja","Passion Fruit Juice","3","cups passion fruit juice"
"/recipes/9306-passion-fruit-punch-poncha-maracuja","Honey","4","teaspoons honey"
"/recipes/9306-passion-fruit-punch-poncha-maracuja","House Cachaça","1","cup cachaça"
"/recipes/9312-the-cuke","Lime","6","limes, rinsed"
"/recipes/9312-the-cuke","Mint","1","cup packed mint leaves, no stems, plus 6 sprigs for garnish"
"/recipes/9312-the-cuke","Cucumber","3","unwaxed cucumbers"
"/recipes/9312-the-cuke","Sugar","½","cup sugar"
"/recipes/9312-the-cuke","Hendrick's Gin","2","cups vodka or gin, preferably Hendrick's gin"
"/recipes/9312-the-cuke","Sparkling Water","","Sparkling water"
"/recipes/9313-gingino","Campari","12","ounces Campari or other amaro"
"/recipes/9313-gingino","Ginger Beer","2","12-ounce bottles ginger beer"
"/recipes/9313-gingino","Sparkling Water","12","ounces sparkling water"
"/recipes/9313-gingino","Simple Syrup","1 to 4","tablespoons simple syrup, to taste, optional"
"/recipes/9313-gingino","Lime","6","lime wedges, for garnish"
"/recipes/9313-gingino","Candied Ginger","6","slices crystallized ginger, for garnish"
"/recipes/9305-caipi-wine-pinga","Key Lime","1","lime, preferably Key lime, rinsed"
"/recipes/9305-caipi-wine-pinga","Sugar","2","teaspoons sugar"
"/recipes/9305-caipi-wine-pinga","House Merlot","½","cup red wine, preferably merlot"
"/recipes/9305-caipi-wine-pinga","House Cachaça","2","ounces (1/4 cup) cachaça"
"/recipes/9314-lalhambra","House Fino Sherry","1","750-milliliter bottle fino sherry, chilled"
"/recipes/9314-lalhambra","Orange","2","cups freshly squeezed orange juice"
"/recipes/9314-lalhambra","Orgeat","5","tablespoons orzata (almond syrup)"
"/recipes/9314-lalhambra","Orange-Flower Water","1","tablespoon orange flower water"
"/recipes/9314-lalhambra","House Cava","1","750-milliliter bottle Spanish sparkling wine"
"/recipes/9314-lalhambra","Orange","6","orange wedges, for garnish"
"/recipes/8140-elderflower-martini","Lemon","1","strip lemon zest"
"/recipes/8140-elderflower-martini","Lemon","1","stripe lemon zest"
"/recipes/8140-elderflower-martini","New York White Cranberry Aquavit","3","ounces Aquavit New York White Cranberry (go to www.aquavitnewyork.com for purchasing information) or plain aquavit"
"/recipes/8140-elderflower-martini","House Dry Vermouth","2","ounces dry vermouth"
"/recipes/8140-elderflower-martini","Elderflower Cordial","½","ounce elderflower cordial"
"/recipes/8140-elderflower-martini","Salt","","Pinch of salt"
"/recipes/12003-the-dirtiest-martini","Basil-Infused Vodka","4","ounces basil-infused organic vodka*"
"/recipes/12003-the-dirtiest-martini","Olives","1 ¼","ounces olive juice"
"/recipes/12003-the-dirtiest-martini","House Sweet Vermouth","","Splash of vermouth"
"/recipes/12003-the-dirtiest-martini","Olives Spanish Green Queen","3","pitted Spanish green queen olives, skewered"
